Response ID,Contact ID,Text Block,1. Would you describe your current diet as healthy and balanced?,2. What is your ethnic group?,"3. How many hours do you spend on university-related work, separate from your Course Timetable, per week during exams?",How would you rate your family class? (Family earnings per year),5. How would you define your quality of life? (as defined by the World Health Organization),Text Block.1,6. How would you define your alcohol consumption?,7. Would you consider yourself an introvert or extrovert person? (Definitions from Oxford Languages),"8. In general, do you feel you experience stress while in the University? (tick all that apply)",9. Would you say that you are normally well hydrated?,10. How often do you exercise per week?,11. Do you have any known disabilities?,12. How many hours per week do you work?,13. What is your main financial support for your studies?,14. Are you in any form of employment?,15. Do you normally encounter financial issues paying your fees?,16. What Country are you from?,17. What is your year of birth?,18. What is your course of study?,Do you feel stressed before exams? (multiple choice),20. How often in the last week or two did you feel afraid that something awful might happen?,Do you prefer your timetable to be spread or compact so that you have less stress at university? (e.g. 1-2 busy days or 3-4 days with less lectures),22. What are the reasons for your timetable preference?,"23. Do you feel your timetabling structure has any impact on your study, life and health?","24. How many hours do you spend using technology devices per day (mobile, desktop, laptops, etc)?","25. How many hours do you spend using social media per day (Instagram, Tiktok, Twitter, etc)?",Text Block.2,26. What year of study are you in?,27. How important is having 'good mental health' to you?,28. Do you consider physical activity to be helpful to your mental health?,29. Do you enjoy activities centred around mindfulness?,30. Would you be interested in attending events themed around mental health?,"31. Do you enjoy non-competitive physical activity, such as walking, running, climbing, football with friends, etc?",32. Do you think mindfulness is a helpful tool for maintaining or improving your health?,33. Do you feel a sense of 'belonging' at Solent?,34. Improving/maintaining my mental health during my studies is:,35. Would you be interested in attending any of the following (tick all that apply_,Text Block.3,Confidentiality,Text Block.4,Labels,Response ID.1,Device,Captured By,Assigned User,Event Captured At,Event CRM Value,UTM Campaign,UTM Medium,UTM Source,UTM Content,UTM Term,Response Notes,Captured At,IP Address,Country Code,Country,Region Code,Region,City,Latitude,Longitude,User Type,Organisation,Internet Service Provider,Are you a home student or an international student?,"What are the approximate costs for your studies? (tuition fee per year of study, in pound £)"
116755,,,I think my diet is somewhat inbetween,White,Hours per week: 16,Lower class,Medium quality of life,,My alcohol consumption is below moderate,Somewhat in between,"Yes (due to employment-related issues), Yes (due to other circumstances, such as health, family issues, etc), Yes (due to university work)",Yes,Days per week: 1,Yes,Hours per week: 15,Student loan,"Yes, I am part-time employed",No,Portugal,1994,"BSc (Hons) Health, Nutrition and Exercise Science",I don't have exams,Very frequently,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),"I have 2 part-time jobs completely different from each other that requires a lot of my time during the week, so if I could have the timetable more compacted, I believe it would be more helpful.","Yes, on my life, health and studies",Hours per week: 8,Hours per day: 6,,"Level 5 (second year, undergraduate)",It's very important,Very much so,I've never done any mindfulness activities,I'd be very interested in most activities to do with mental health,I enjoy them some of the time,I don't know how to answer this question,A little,Somewhat up to me,"Guest speakers coming in and talking about their mental health journeys, Mental health first aid training, Social sports sessions aimed at mental health (mindful running/climbing, etc), Lectures on issues to do with mental health, Mental health resource making sessions (making crisis cards, etc), Film nights (relevant films), Supportive group study sessions",,,,,116755,,,,,,,,,,,,9/11/2022 0:24,81.111.242.190,GB,United Kingdom,STH,Southampton,Southampton,50.9321,-1.3892,residential,Virgin Media,Virgin Media,European student,9250
117021,,,I think my diet is somewhat inbetween,White,Hours per week: 20,Lower class,Medium quality of life,,My alcohol consumption is below moderate,Introvert (a quiet person who is more interested in their own thoughts and feelings than spending time with other people),"Yes (due to other circumstances, such as health, family issues, etc), Yes (due to university work)",No,Days per week: 3,No,Hours per week: 10,Student loan,"Yes, I am part-time employed",No,United Kingdom,29/05/2001,BA (Hons) Musical Theatre,"Yes (due to other circumstances such as health, family issues, etc), Yes (due to university work)",Occasionally,"I prefer my timetable to be spread with long gaps in between classes (eg, 1-2 modules per day, spread over 3 times per week)",,"No, it has no impact on my studies, life or health",Hours per week: 14,Hours per day: 14,,"Level 5 (second year, undergraduate)",It's somewhat important,It helps a little,Occasionally I've enjoyed them,I don't have any feelings on it,I enjoy them some of the time,Sometimes it can be,A little,Entirely up to me,Journal making/writing,,,,,117021,,,,,,,,,,,,10/11/2022 16:30,82.132.233.122,GB,United Kingdom,ENG,England,London,51.5638,-0.0765,cellular,Telefonica O2 UK,Telefonica O2 UK,Home student,9250
117128,,,I think my diet is somewhat inbetween,White,Hours per week: 5,Middle class,Medium quality of life,,My alcohol consumption is below moderate,Somewhat in between,"Yes (due to other circumstances, such as health, family issues, etc)",No,Days per week: 3,Yes,Hours per week: 12,Student loan,"Yes, I am part-time employed",Yes,Sweden,2002,BA (Hons) Musical Theatre,"Yes (due to other circumstances such as health, family issues, etc)",Occasionally,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),,"Yes, on my studies",Hours per week: 4,Hours per day: 2,,"Level 5 (second year, undergraduate)",It's very important,It helps a little,I don't enjoy them,Not at all,I enjoy them some of the time,I don't think it's useful at all,A little,Somewhat up to me,"Arts and crafts sessions, Visits to local community activities (mindful pottery making and painting/talks on mental health, etc)",,,,,117128,,,,,,,,,,,,11/11/2022 11:58,82.24.24.85,GB,United Kingdom,STH,Southampton,Southampton,50.9051,-1.3655,residential,Virgin Media,Virgin Media,European student,9250
118081,,,I think my diet is somewhat inbetween,White,Hours per week: 4,Middle class,Medium quality of life,,My alcohol consumption is moderate,Somewhat in between,"Yes (due to other circumstances, such as health, family issues, etc), Yes (due to university work)",Yes,Days per week: 3,Yes,Hours per week: 1,Student loan,I am unemployed,Yes,United Kingdom,2003,BA (Hons) Make-Up and Hair Design,I don't have exams,Never,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),more days to relax and to get all work out the way at once.,"Yes, on my life, health and studies",Hours per week: 5,Hours per day: 4,,"Level 5 (second year, undergraduate)",It's very important,It helps a little,Occasionally I've enjoyed them,Not at all,I enjoy them some of the time,I don't think it's useful at all,,I have no control over my mental health,,,,,,118081,,,,,,,,,,,,20/11/2022 19:11,81.106.32.247,GB,United Kingdom,STH,Southampton,Southampton,50.9142,-1.388,residential,Virgin Media,Virgin Media,Home student,9250
118251,,,I think my diet is somewhat inbetween,White,Hours per week: 6,Middle class,Medium quality of life,,My alcohol consumption is moderate,Somewhat in between,"Yes (due to other circumstances, such as health, family issues, etc)",Yes,Days per week: 3,No,Hours per week: 20,Student loan,"Yes, I am part-time employed",No,United Kingdom,2003,BSc (Hons) Business Management,I don't have exams,Very frequently,"I prefer my timetable to be spread with long gaps in between classes (eg, 1-2 modules per day, spread over 3 times per week)",,"No, it has no impact on my studies, life or health",Hours per week: 12,Hours per day: 10,,"Level 4 (first year, undergraduate)",I don't know how to answer this question,It helps a little,I don't enjoy them,I don't have any feelings on it,I enjoy them some of the time,I don't know how to answer this question,A little,Somewhat up to me,"Social sports sessions aimed at mental health (mindful running/climbing, etc)",,,,,118251,,,,,,,,,,,,22/11/2022 15:34,5.151.135.38,GB,United Kingdom,EDH,Edinburgh,Edinburgh,55.9129,-3.1609,residential,Cablecom Networking,Cablecom Networking,Home student,9250
118259,,,I think my diet is somewhat inbetween,White,Hours per week: 3,Middle class,High quality of life,,I don't drink alcohol,Introvert (a quiet person who is more interested in their own thoughts and feelings than spending time with other people),"Yes (due to employment-related issues), Yes (due to other circumstances, such as health, family issues, etc), Yes (due to university work)",Yes,Days per week: 2,No,Hours per week: 25,Student loan,"Yes, I am part-time employed",No,United Kingdom,2004,BA (Hons) Sports Journalism,No,Occasionally,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),,"Yes, on my life, health and studies",Hours per week: 8,Hours per day: 5,,"Level 4 (first year, undergraduate)",I don't really think about it,I don't really think about it,I don't enjoy them,I don't have any feelings on it,I enjoy them some of the time,Sometimes it can be,,I don't really think about it,,,,,,118259,,,,,,,,,,,,22/11/2022 16:06,172.224.227.64,GB,United Kingdom,ENG,England,London,51.5164,-0.093,consumer_privacy_network,iCloud Private Relay,iCloud Private Relay,Home student,9250
118260,,,I think my diet is somewhat inbetween,White,Hours per week: 5,Middle class,High quality of life,,I don't drink alcohol,Somewhat in between,"Yes (due to employment-related issues), Yes (due to other circumstances, such as health, family issues, etc), Yes (due to university work)",No,Days per week: 4,Yes,Hours per week: 2,Student loan,I am unemployed,No,United Kingdom,2002,BA (Hons) Sports Journalism,"Yes (due to employment-related issues), Yes (due to other circumstances such as health, family issues, etc), Yes (due to university work)",Frequently,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),I travel into uni everyday. 2 hours to get there and 2 hours back. The less I do this the better.,"Yes, on my life, health and studies",Hours per week: 5,Hours per day: 2,,"Level 5 (second year, undergraduate)",It's somewhat important,It helps a little,I don't enjoy them,Not at all,I enjoy them some of the time,I don't think it's useful at all,,Entirely up to me,,,,,,118260,,,,,,,,,,,,22/11/2022 16:07,172.226.134.58,GB,United Kingdom,OXF,Oxfordshire,Oxford,51.7155,-1.2926,consumer_privacy_network,iCloud Private Relay,iCloud Private Relay,Home student,9250
118270,,,I think my diet is somewhat inbetween,White,Hours per week: 2,Higher class,Medium quality of life,,My alcohol consumption is moderate,Somewhat in between,"Yes (due to employment-related issues), Yes (due to other circumstances, such as health, family issues, etc), Yes (due to university work)",No,Days per week: 2,No,Hours per week: 25,Student loan,"Yes, I am part-time employed",No,United Kingdom,2002,MA Physical Education and School Sport,"Yes (due to employment-related issues), Yes (due to other circumstances such as health, family issues, etc), Yes (due to university work)",Frequently,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),,"Yes, on my life, health and studies",Hours per week: 8,Hours per day: 4,,"Level 5 (second year, undergraduate)",It's very important,Very much so,Occasionally I've enjoyed them,I'd be very interested in most activities to do with mental health,I really enjoy them,Sometimes it can be,A little,Somewhat up to me,,,,,,118270,,,,,,,,,,,,22/11/2022 16:39,82.16.96.86,GB,United Kingdom,STH,Southampton,Southampton,50.9169,-1.422,residential,Virgin Media,Virgin Media,Home student,9250
118273,,,I think my diet is somewhat inbetween,White,Hours per week: 3,Middle class,Medium quality of life,,My alcohol consumption is moderate,Introvert (a quiet person who is more interested in their own thoughts and feelings than spending time with other people),No,Yes,Days per week: N/A,No,Hours per week: N/A,Student loan,I am unemployed,No,United Kingdom,2002,BA (Hons) Sports Journalism,Yes (due to university work),Never,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),"get it done and out the way, more likely to come to class in one bunch because it’s more important to not miss","Yes, on my studies",Hours per week: 7,Hours per day: 4,,"Level 5 (second year, undergraduate)",It's very important,It helps a little,I don't enjoy them,I don't have any feelings on it,I enjoy them some of the time,Sometimes it can be,A little,Somewhat up to me,,,,,,118273,,,,,,,,,,,,22/11/2022 16:46,82.16.206.77,GB,United Kingdom,HAM,Hampshire,Winchester,51.0828,-1.3533,residential,Virgin Media,Virgin Media,Home student,9250
118282,,,I think my diet is somewhat inbetween,White,Hours per week: I don't have exams,Middle class,Medium quality of life,,My alcohol consumption is above moderate,Introvert (a quiet person who is more interested in their own thoughts and feelings than spending time with other people),"Yes (due to employment-related issues), Yes (due to other circumstances, such as health, family issues, etc), Yes (due to university work)",Yes,Days per week: 3,Yes,Hours per week: 30+,Sponsorship (Company/Organisation etc),"Yes, I am full-time employed",No,United Kingdom,1978,FdSc Health and Social Care (Nursing Associate) Apprenticeship,I don't have exams,Frequently,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),Due to work commitments and family life.,"No, it has no impact on my studies, life or health",Hours per week: 9,Hours per day: 2,,Other,It's very important,Very much so,I've never done any mindfulness activities,I don't have any feelings on it,I enjoy them some of the time,I don't really think about it,,I don't really think about it,Mental health first aid training,,,,,118282,,,,,,,,,,,,22/11/2022 17:52,31.125.2.11,GB,United Kingdom,TAM,Tameside,Stalybridge,53.4834,-2.0596,residential,Plusnet,Plusnet,Home student,9250
118284,,,I think my diet is somewhat inbetween,White,Hours per week: 12,Lower class,Medium quality of life,,My alcohol consumption is below moderate,Somewhat in between,No,No,Days per week: N/A,No,Hours per week: 30+,Sponsorship (Company/Organisation etc),"Yes, I am full-time employed",No,United Kingdom,1982,FdSc Health and Social Care (Nursing Associate) Apprenticeship,Yes (due to university work),Occasionally,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),More time off.,"Yes, on my studies",Hours per week: 4,Hours per day: 1,,Foundation year,It's very important,Very much so,I don't enjoy them,Not at all,I really enjoy them,I don't know how to answer this question,A little,Entirely up to me,"General volunteering (local refugee services, litter picking, etc), Film nights (relevant films)",,,,,118284,,,,,,,,,,,,22/11/2022 17:58,87.115.243.170,GB,United Kingdom,KEN,Kent,Ramsgate,51.3453,1.3791,residential,Plusnet,Plusnet,Home student,9250
118289,,,I think my diet is somewhat inbetween,White,Hours per week: 6,Middle class,Medium quality of life,,My alcohol consumption is below moderate,Introvert (a quiet person who is more interested in their own thoughts and feelings than spending time with other people),"Yes (due to other circumstances, such as health, family issues, etc)",Yes,Days per week: 4,Yes,Hours per week: 30+,Sponsorship (Company/Organisation etc),"Yes, I am full-time employed",No,United Kingdom,1982,FdSc Health and Social Care (Nursing Associate) Apprenticeship,"Yes (due to other circumstances such as health, family issues, etc)",Occasionally,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),,"Yes, on my studies",Hours per week: 3,Hours per day: 1,,"Level 4 (first year, undergraduate)",It's very important,Very much so,Occasionally I've enjoyed them,I don't know how to answer this question,I really enjoy them,Sometimes it can be,A little,I have no control over my mental health,,,,,,118289,,,,,,,,,,,,22/11/2022 18:19,2.125.8.235,GB,United Kingdom,STH,Southampton,Southampton,50.9469,-1.4112,residential,Sky Broadband,Sky Broadband,Home student,9250
118291,,,I think my diet is somewhat inbetween,White,Hours per week: 5,Middle class,Medium quality of life,,I don't drink alcohol,Introvert (a quiet person who is more interested in their own thoughts and feelings than spending time with other people),"Yes (due to other circumstances, such as health, family issues, etc)",No,Days per week: 1,No,Hours per week: 30+,Sponsorship (Company/Organisation etc),"Yes, I am full-time employed",No,Portugal,1981,FdSc Health and Social Care (Nursing Associate) Apprenticeship,"Yes (due to other circumstances such as health, family issues, etc)",Occasionally,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),Because I have work and placements.,"No, it has no impact on my studies, life or health",Hours per week: 6,Hours per day: 1,,"Level 4 (first year, undergraduate)",It's very important,Very much so,Occasionally I've enjoyed them,"I'd be interested, but it would depend on what it was",I enjoy them some of the time,"Yes, absolutely",A little,Somewhat up to me,Supportive group study sessions,,,,,118291,,,,,,,,,,,,22/11/2022 18:21,31.121.61.130,GB,United Kingdom,HAM,Hampshire,Brockenhurst,50.8112,-1.479,business,BT,EE,European student,9250
118293,,,I think my diet is somewhat inbetween,White,Hours per week: 12,Middle class,Medium quality of life,,My alcohol consumption is below moderate,Somewhat in between,"Yes (due to employment-related issues), Yes (due to other circumstances, such as health, family issues, etc), Yes (due to university work)",Yes,Days per week: 3,No,Hours per week: 30+,Sponsorship (Company/Organisation etc),"Yes, I am full-time employed",No,United Kingdom,1973,FdSc Health and Social Care (Nursing Associate) Apprenticeship,"Yes (due to employment-related issues), Yes (due to other circumstances such as health, family issues, etc), Yes (due to university work)",Occasionally,"I prefer my timetable to be spread with long gaps in between classes (eg, 1-2 modules per day, spread over 3 times per week)",,"No, it has no impact on my studies, life or health",Hours per week: 12,Hours per day: 4,,"Level 4 (first year, undergraduate)",It's very important,It helps a little,I've never done any mindfulness activities,"I'd be interested, but it would depend on what it was",I enjoy them some of the time,Sometimes it can be,I don't know how to answer this question,Entirely up to me,,,,,,118293,,,,,,,,,,,,22/11/2022 18:30,92.20.142.124,GB,United Kingdom,HAM,Hampshire,Basingstoke,51.2604,-1.0825,residential,TalkTalk,TalkTalk,Home student,9250
118298,,,I think my diet is somewhat inbetween,Asian/Asian British,Hours per week: 6,Middle class,Medium quality of life,,My alcohol consumption is below moderate,Somewhat in between,Yes (due to university work),Yes,Days per week: 2,No,Hours per week: 30+,Self-paid,"Yes, I am full-time employed",No,Thailand,1982,FdSc Health and Social Care (Nursing Associate) Apprenticeship,Yes (due to university work),Occasionally,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),,"Yes, on my studies",Hours per week: 15,Hours per day: 5,,Foundation year,It's very important,Very much so,I've never done any mindfulness activities,I'd be very interested in most activities to do with mental health,I don't do physical activity,"Yes, absolutely",Very much,Entirely up to me,"Lectures on issues to do with mental health, Mental health resource making sessions (making crisis cards, etc), Supportive group study sessions",,,,,118298,,,,,,,,,,,,22/11/2022 18:42,62.232.179.250,GB,United Kingdom,DOR,Dorset,Dorchester,50.7168,-2.4342,business,Daisy Communications Ltd,Daisy Communications Ltd,International student,14350
118302,,,I think my diet is somewhat inbetween,White,Hours per week: 20,Middle class,Medium quality of life,,My alcohol consumption is below moderate,Somewhat in between,"Yes (due to other circumstances, such as health, family issues, etc)",Yes,Days per week: 3,Yes,Hours per week: 30+,Sponsorship (Company/Organisation etc),"Yes, I am full-time employed",No,United Kingdom,1966,BSc (Hons) Adult Nursing Practice,Yes (due to university work),Rarely,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),"Work,Family,and traveling to University","No, it has no impact on my studies, life or health",Hours per week: 3,Hours per day: 1,,"Level 4 (first year, undergraduate)",It's very important,Very much so,Occasionally I've enjoyed them,"I'd be interested, but it would depend on what it was",I enjoy them some of the time,Sometimes it can be,A little,Entirely up to me,Book club (relevant books),,,,,118302,,,,,,,,,,,,22/11/2022 19:32,92.5.86.245,GB,United Kingdom,BST,Bristol,Bristol,51.4895,-2.509,residential,TalkTalk,TalkTalk,Home student,9250
118309,,,I think my diet is somewhat inbetween,White,Hours per week: 12,Middle class,Medium quality of life,,I don't drink alcohol,Somewhat in between,"Yes (due to employment-related issues), Yes (due to other circumstances, such as health, family issues, etc)",No,Days per week: 1,No,Hours per week: 30+,Sponsorship (Company/Organisation etc),"Yes, I am full-time employed",No,Spain,1972,FdSc Health and Social Care (Nursing Associate) Apprenticeship,I don't have exams,Occasionally,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),,"No, it has no impact on my studies, life or health",Hours per week: 27,Hours per day: 2,,Other,It's very important,It doesn't help me,Occasionally I've enjoyed them,"I'd be interested, but it would depend on what it was",I enjoy them some of the time,Sometimes it can be,A little,Somewhat up to me,"Mental health first aid training, Student-led peer support sessions, Supportive group study sessions",,,,,118309,,,,,,,,,,,,22/11/2022 20:15,82.69.125.16,GB,United Kingdom,WAR,Warwickshire,Nuneaton,52.5127,-1.4509,residential,Zen Internet Ltd,Zen Internet Ltd,European student,9250
118310,,,I think my diet is somewhat inbetween,Other ethnic group,Hours per week: 20,Middle class,Medium quality of life,,I don't drink alcohol,Somewhat in between,Yes (due to employment-related issues),Yes,Days per week: 1,No,Hours per week: 30+,Sponsorship (Company/Organisation etc),"Yes, I am full-time employed",No,Paraguay,1983,FdSc Health and Social Care (Nursing Associate) Apprenticeship,No,Occasionally,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),,"No, it has no impact on my studies, life or health",Hours per week: 12,Hours per day: 6,,"Level 5 (second year, undergraduate)",It's very important,Very much so,I enjoy them a lot,I'd be very interested in most activities to do with mental health,I really enjoy them,Sometimes it can be,A little,Somewhat up to me,Mental health first aid training,,,,,118310,,,,,,,,,,,,22/11/2022 20:48,2.121.90.243,GB,United Kingdom,DOR,Dorset,Dorchester,50.7168,-2.4342,residential,Sky Broadband,Sky Broadband,International student,14350
118314,,,I think my diet is somewhat inbetween,Asian/Asian British,Hours per week: 12,Middle class,Medium quality of life,,My alcohol consumption is below moderate,Introvert (a quiet person who is more interested in their own thoughts and feelings than spending time with other people),Yes (due to university work),Yes,Days per week: 2,No,Hours per week: 30+,Self-paid,"Yes, I am full-time employed",Yes,Thailand,1982,FdSc Health and Social Care (Nursing Associate) Apprenticeship,Yes (due to university work),Frequently,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),,"Yes, on my studies",Hours per week: 3,Hours per day: 1,,Foundation year,It's very important,Very much so,Occasionally I've enjoyed them,I don't know how to answer this question,I really enjoy them,"Yes, absolutely",Very much,Entirely up to me,"Journal making/writing, Lectures on issues to do with mental health, Film nights (relevant films), Supportive group study sessions",,,,,118314,,,,,,,,,,,,22/11/2022 21:03,86.159.254.216,GB,United Kingdom,DOR,Dorset,Weymouth,50.6077,-2.4593,residential,BT,BT,International student,14350
118317,,,I think my diet is somewhat inbetween,White,Hours per week: 4,Middle class,Medium quality of life,,My alcohol consumption is below moderate,Somewhat in between,"Yes (due to other circumstances, such as health, family issues, etc)",Yes,Days per week: 2,No,Hours per week: 30+,Sponsorship (Company/Organisation etc),"Yes, I am full-time employed",No,Poland,1985,FdSc Health and Social Care (Nursing Associate) Apprenticeship,Yes (due to university work),Frequently,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),Personal preference,"No, it has no impact on my studies, life or health",Hours per week: 3,Hours per day: 1,,"Level 4 (first year, undergraduate)",It's very important,Very much so,I enjoy them a lot,"I'd be interested, but it would depend on what it was",I really enjoy them,"Yes, absolutely",A little,Somewhat up to me,"Guest speakers coming in and talking about their mental health journeys, Arts and crafts sessions, Student-led peer support sessions, Lectures on issues to do with mental health, General volunteering (local refugee services, litter picking, etc), Book club (relevant books)",,,,,118317,,,,,,,,,,,,22/11/2022 22:00,92.24.155.219,GB,United Kingdom,HAM,Hampshire,Farnborough,51.2887,-0.7957,residential,TalkTalk,TalkTalk,European student,9250
118319,,,I think my diet is somewhat inbetween,White,Hours per week: 6,Middle class,High quality of life,,My alcohol consumption is moderate,Extrovert (a lively and confident person who enjoys being with other people),Yes (due to employment-related issues),No,Days per week: 1,No,Hours per week: 5,Parent (family) support,I am unemployed,No,United Kingdom,2003,BA (Hons) Sports Journalism,I don't have exams,Occasionally,"I prefer my timetable to be spread with long gaps in between classes (eg, 1-2 modules per day, spread over 3 times per week)",To minimise burnout on a day to day basis,"No, it has no impact on my studies, life or health",Hours per week: 9,Hours per day: 3,,"Level 4 (first year, undergraduate)",It's somewhat important,It helps a little,I don't enjoy them,"I'd be interested, but it would depend on what it was",I really enjoy them,I don't think it's useful at all,Very much,Somewhat up to me,"Social sports sessions aimed at mental health (mindful running/climbing, etc)",,,,,118319,,,,,,,,,,,,22/11/2022 22:16,109.175.143.71,GB,United Kingdom,STH,Southampton,Southampton,50.9142,-1.388,residential,Cablecom Networking,Cablecom Networking,Home student,9250
118322,,,I think my diet is somewhat inbetween,White,Hours per week: 30,Middle class,High quality of life,,My alcohol consumption is below moderate,Somewhat in between,"Yes (due to other circumstances, such as health, family issues, etc)",No,Days per week: 4,No,Hours per week: 2,Student loan,"Yes, I am part-time employed",No,United Kingdom,2003,BA (Hons) Physical Education,No,Very frequently,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),I commute and also struggle with the being away from home situation. I also feel it helps with feeling more motivated to come in. And cheaper to come less every week,"No, it has no impact on my studies, life or health",Hours per week: 30,Hours per day: 20,,"Level 5 (second year, undergraduate)",It's very important,Very much so,Occasionally I've enjoyed them,"I'd be interested, but it would depend on what it was",I enjoy them some of the time,"Yes, absolutely",Very much,I don't know how to answer this question,"Journal making/writing, Arts and crafts sessions, Film nights (relevant films), Book club (relevant books)",,,,,118322,,,,,,,,,,,,22/11/2022 22:42,2.125.6.89,GB,United Kingdom,SRY,Surrey,Epsom,51.3304,-0.268,residential,Sky Broadband,Sky Broadband,Home student,9250
118330,,,I think my diet is somewhat inbetween,White,Hours per week: 5,Middle class,High quality of life,,My alcohol consumption is below moderate,Extrovert (a lively and confident person who enjoys being with other people),No,Yes,Days per week: 4,No,Hours per week: 3,Student loan,"Yes, I am part-time employed",No,United Kingdom,2003,BA (Hons) Sports Journalism,"Yes (due to other circumstances such as health, family issues, etc), Yes (due to university work)",Very rarely,"I prefer my timetable to be spread with long gaps in between classes (eg, 1-2 modules per day, spread over 3 times per week)",gives me more time to process and revise what I learnt in the previous lecture to the next,"Yes, on my life, health and studies",Hours per week: 12,Hours per day: 8,,"Level 4 (first year, undergraduate)",It's very important,Very much so,I enjoy them a lot,I'd be very interested in most activities to do with mental health,I really enjoy them,"Yes, absolutely",Very much,Somewhat up to me,,,,,,118330,,,,,,,,,,,,23/11/2022 0:33,109.175.143.71,GB,United Kingdom,STH,Southampton,Southampton,50.9142,-1.388,residential,Cablecom Networking,Cablecom Networking,Home student,9250
118334,,,I think my diet is somewhat inbetween,White,Hours per week: 10,Lower class,Medium quality of life,,My alcohol consumption is below moderate,Introvert (a quiet person who is more interested in their own thoughts and feelings than spending time with other people),No,No,Days per week: 1,No,Hours per week: 30+,Sponsorship (Company/Organisation etc),"Yes, I am full-time employed",No,Romania,1984,FdSc Health and Social Care (Nursing Associate) Apprenticeship,Yes (due to university work),Very rarely,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),I have only 7.5 hours a week. I prefer to have 1 day a week.,"Yes, on my studies",Hours per week: 4,Hours per day: 1,,"Level 4 (first year, undergraduate)",It's very important,It helps a little,Occasionally I've enjoyed them,"I'd be interested, but it would depend on what it was",I enjoy them some of the time,Sometimes it can be,A little,Somewhat up to me,Lectures on issues to do with mental health,,,,,118334,,,,,,,,,,,,23/11/2022 6:58,86.19.140.158,GB,United Kingdom,ENG,England,Bournemouth,50.7519,-1.8706,residential,Virgin Media,Virgin Media,European student,9250
118335,,,I think my diet is somewhat inbetween,White,Hours per week: 24,Lower class,Medium quality of life,,My alcohol consumption is above moderate,Somewhat in between,"Yes (due to employment-related issues), Yes (due to other circumstances, such as health, family issues, etc), Yes (due to university work)",Yes,Days per week: 1,No,Hours per week: 30+,Sponsorship (Company/Organisation etc),"Yes, I am full-time employed",No,United Kingdom,1993,FdSc Health and Social Care (Nursing Associate) Apprenticeship,"Yes (due to employment-related issues), Yes (due to other circumstances such as health, family issues, etc), Yes (due to university work)",Very frequently,"I prefer my timetable to be spread with long gaps in between classes (eg, 1-2 modules per day, spread over 3 times per week)",,"Yes, on my life, health and studies",Hours per week: 9,Hours per day: 4,,"Level 4 (first year, undergraduate)",It's very important,Very much so,Occasionally I've enjoyed them,"I'd be interested, but it would depend on what it was",I really enjoy them,"Yes, absolutely",Very much,Entirely up to me,"Mental health first aid training, Supportive group study sessions",,,,,118335,,,,,,,,,,,,23/11/2022 7:04,2.27.153.67,GB,United Kingdom,DEV,Devon,Tiverton,50.9206,-3.585,residential,EE,EE,Home student,9250
118338,,,I think my diet is somewhat inbetween,White,Hours per week: 12,Lower class,Medium quality of life,,My alcohol consumption is below moderate,Somewhat in between,Yes (due to university work),Yes,Days per week: 3,No,Hours per week: 30+,Sponsorship (Company/Organisation etc),"Yes, I am full-time employed",No,United Kingdom,1997,FdSc Health and Social Care (Nursing Associate) Apprenticeship,"Yes (due to employment-related issues), Yes (due to university work)",Very rarely,"I prefer my timetable to be spread with long gaps in between classes (eg, 1-2 modules per day, spread over 3 times per week)",,"Yes, on my life, health and studies",Hours per week: 5,Hours per day: 2,,Foundation year,It's very important,It helps a little,I don't enjoy them,"I'd be interested, but it would depend on what it was",I enjoy them some of the time,I don't think it's useful at all,,Somewhat up to me,,,,,,118338,,,,,,,,,,,,23/11/2022 8:27,81.100.240.65,GB,United Kingdom,STH,Southampton,Southampton,50.9158,-1.3601,residential,Virgin Media,Virgin Media,Home student,9250
